folder,offset_file,original_file,comparison_type,device,true_offset,config,bins,method,estimated_offset,error,abs_error,rel_error,same_instrument,processing_time
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,no-drums.wav,backing,Tablet_-_Speaker,264.0,higher_res,96,FingerprintRecognizer,92.88,-171.12,171.12,64.82,False,44.19
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,no-drums.wav,backing,Tablet_-_Speaker,264.0,higher_res,96,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.82
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,no-drums.wav,backing,Tablet_-_Speaker,264.0,higher_res,96,CorrelationSpectrogramRecognizer,139.32,-124.68,124.68,47.23,False,12.35
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,no-drums.wav,backing,Tablet_-_Speaker,264.0,lower_res,48,FingerprintRecognizer,92.88,-171.12,171.12,64.82,False,54.97
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,no-drums.wav,backing,Tablet_-_Speaker,264.0,lower_res,48,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.37
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,no-drums.wav,backing,Tablet_-_Speaker,264.0,lower_res,48,CorrelationSpectrogramRecognizer,139.32,-124.68,124.68,47.23,False,13.88
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,master.wav,master,Laptop_-_Microphone_through_speaker,206.0,default,84,FingerprintRecognizer,0.0,-206.0,206.0,100.0,False,60.61
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,master.wav,master,Laptop_-_Microphone_through_speaker,206.0,default,84,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,8.96
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,master.wav,master,Laptop_-_Microphone_through_speaker,206.0,default,84,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,False,12.19
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,master.wav,master,Laptop_-_Microphone_through_speaker,206.0,higher_res,96,FingerprintRecognizer,0.0,-206.0,206.0,100.0,False,54.56
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,master.wav,master,Laptop_-_Microphone_through_speaker,206.0,higher_res,96,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,9.2
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,master.wav,master,Laptop_-_Microphone_through_speaker,206.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,False,12.19
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,master.wav,master,Laptop_-_Microphone_through_speaker,206.0,lower_res,48,FingerprintRecognizer,0.0,-206.0,206.0,100.0,False,57.08
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,master.wav,master,Laptop_-_Microphone_through_speaker,206.0,lower_res,48,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,9.0
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,master.wav,master,Laptop_-_Microphone_through_speaker,206.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,False,12.05
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,vocals.wav,original,Laptop_-_Microphone_through_speaker,206.0,default,84,FingerprintRecognizer,0.0,-206.0,206.0,100.0,True,54.32
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,vocals.wav,original,Laptop_-_Microphone_through_speaker,206.0,default,84,CorrelationRecognizer,0.0,-206.0,206.0,100.0,True,9.5
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,vocals.wav,original,Laptop_-_Microphone_through_speaker,206.0,default,84,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,True,12.78
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,vocals.wav,original,Laptop_-_Microphone_through_speaker,206.0,higher_res,96,FingerprintRecognizer,0.0,-206.0,206.0,100.0,True,52.93
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,vocals.wav,original,Laptop_-_Microphone_through_speaker,206.0,higher_res,96,CorrelationRecognizer,0.0,-206.0,206.0,100.0,True,9.06
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,vocals.wav,original,Laptop_-_Microphone_through_speaker,206.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,True,11.79
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,vocals.wav,original,Laptop_-_Microphone_through_speaker,206.0,lower_res,48,FingerprintRecognizer,0.0,-206.0,206.0,100.0,True,54.45
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,vocals.wav,original,Laptop_-_Microphone_through_speaker,206.0,lower_res,48,CorrelationRecognizer,0.0,-206.0,206.0,100.0,True,8.96
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,vocals.wav,original,Laptop_-_Microphone_through_speaker,206.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,True,12.08
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,no-vocals.wav,backing,Laptop_-_Microphone_through_speaker,206.0,default,84,FingerprintRecognizer,278.64,72.64,72.64,35.26,False,47.68
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,no-vocals.wav,backing,Laptop_-_Microphone_through_speaker,206.0,default,84,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,8.7
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,no-vocals.wav,backing,Laptop_-_Microphone_through_speaker,206.0,default,84,CorrelationSpectrogramRecognizer,232.2,26.2,26.2,12.72,False,11.77
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,no-vocals.wav,backing,Laptop_-_Microphone_through_speaker,206.0,higher_res,96,FingerprintRecognizer,278.64,72.64,72.64,35.26,False,47.46
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,no-vocals.wav,backing,Laptop_-_Microphone_through_speaker,206.0,higher_res,96,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,9.21
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,no-vocals.wav,backing,Laptop_-_Microphone_through_speaker,206.0,higher_res,96,CorrelationSpectrogramRecognizer,232.2,26.2,26.2,12.72,False,12.52
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,no-vocals.wav,backing,Laptop_-_Microphone_through_speaker,206.0,lower_res,48,FingerprintRecognizer,278.64,72.64,72.64,35.26,False,52.16
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,no-vocals.wav,backing,Laptop_-_Microphone_through_speaker,206.0,lower_res,48,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,9.25
A,vocals_offset_206ms_with_Laptop_-_Microphone_through_speaker.wav,no-vocals.wav,backing,Laptop_-_Microphone_through_speaker,206.0,lower_res,48,CorrelationSpectrogramRecognizer,232.2,26.2,26.2,12.72,False,13.26
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,59.0,default,84,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,51.54
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,59.0,default,84,CorrelationRecognizer,117.12,58.12,58.12,98.52,False,9.35
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,59.0,default,84,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,12.64
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,59.0,higher_res,96,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,50.84
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,59.0,higher_res,96,CorrelationRecognizer,117.12,58.12,58.12,98.52,False,11.49
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,59.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,14.22
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,59.0,lower_res,48,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,51.0
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,59.0,lower_res,48,CorrelationRecognizer,117.12,58.12,58.12,98.52,False,9.11
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,59.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,12.08
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,user1.wav,original,Desktop_-_Speaker,59.0,default,84,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,42.07
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,user1.wav,original,Desktop_-_Speaker,59.0,default,84,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,9.14
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,user1.wav,original,Desktop_-_Speaker,59.0,default,84,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,12.26
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,user1.wav,original,Desktop_-_Speaker,59.0,higher_res,96,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,43.72
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,user1.wav,original,Desktop_-_Speaker,59.0,higher_res,96,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,9.52
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,user1.wav,original,Desktop_-_Speaker,59.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,12.43
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,user1.wav,original,Desktop_-_Speaker,59.0,lower_res,48,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,42.85
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,user1.wav,original,Desktop_-_Speaker,59.0,lower_res,48,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,9.84
A,user1_offset_59ms_with_Desktop_-_Speaker.wav,user1.wav,original,Desktop_-_Speaker,59.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,13.82
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,258.0,default,84,FingerprintRecognizer,417.96,159.96,159.96,62.0,False,50.7
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,258.0,default,84,CorrelationRecognizer,289.88,31.88,31.88,12.35,False,9.13
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,258.0,default,84,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,False,11.73
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,258.0,higher_res,96,FingerprintRecognizer,417.96,159.96,159.96,62.0,False,49.81
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,258.0,higher_res,96,CorrelationRecognizer,289.88,31.88,31.88,12.35,False,8.9
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,258.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,False,12.03
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,258.0,lower_res,48,FingerprintRecognizer,417.96,159.96,159.96,62.0,False,48.78
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,258.0,lower_res,48,CorrelationRecognizer,289.88,31.88,31.88,12.35,False,9.47
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,258.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,False,13.42
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,user2.wav,original,Action_Camera_-_Microphone_through_speaker,258.0,default,84,FingerprintRecognizer,0.0,-258.0,258.0,100.0,True,49.06
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,user2.wav,original,Action_Camera_-_Microphone_through_speaker,258.0,default,84,CorrelationRecognizer,0.0,-258.0,258.0,100.0,True,10.25
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,user2.wav,original,Action_Camera_-_Microphone_through_speaker,258.0,default,84,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,True,12.35
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,user2.wav,original,Action_Camera_-_Microphone_through_speaker,258.0,higher_res,96,FingerprintRecognizer,0.0,-258.0,258.0,100.0,True,46.22
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,user2.wav,original,Action_Camera_-_Microphone_through_speaker,258.0,higher_res,96,CorrelationRecognizer,0.0,-258.0,258.0,100.0,True,9.27
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,user2.wav,original,Action_Camera_-_Microphone_through_speaker,258.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,True,12.61
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,user2.wav,original,Action_Camera_-_Microphone_through_speaker,258.0,lower_res,48,FingerprintRecognizer,0.0,-258.0,258.0,100.0,True,48.79
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,user2.wav,original,Action_Camera_-_Microphone_through_speaker,258.0,lower_res,48,CorrelationRecognizer,0.0,-258.0,258.0,100.0,True,9.4
A,user2_offset_258ms_with_Action_Camera_-_Microphone_through_speaker.wav,user2.wav,original,Action_Camera_-_Microphone_through_speaker,258.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,True,12.64
A,guitar_offset_336ms.wav,master.wav,master,Direct,336.0,default,84,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,53.52
A,guitar_offset_336ms.wav,master.wav,master,Direct,336.0,default,84,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,8.61
A,guitar_offset_336ms.wav,master.wav,master,Direct,336.0,default,84,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,13.09
A,guitar_offset_336ms.wav,master.wav,master,Direct,336.0,higher_res,96,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,54.03
A,guitar_offset_336ms.wav,master.wav,master,Direct,336.0,higher_res,96,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,9.22
A,guitar_offset_336ms.wav,master.wav,master,Direct,336.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,13.0
A,guitar_offset_336ms.wav,master.wav,master,Direct,336.0,lower_res,48,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,53.34
A,guitar_offset_336ms.wav,master.wav,master,Direct,336.0,lower_res,48,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,9.9
A,guitar_offset_336ms.wav,master.wav,master,Direct,336.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,13.46
A,guitar_offset_336ms.wav,guitar.wav,original,Direct,336.0,default,84,FingerprintRecognizer,0.0,-336.0,336.0,100.0,True,41.49
A,guitar_offset_336ms.wav,guitar.wav,original,Direct,336.0,default,84,CorrelationRecognizer,0.0,-336.0,336.0,100.0,True,9.36
A,guitar_offset_336ms.wav,guitar.wav,original,Direct,336.0,default,84,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,True,13.73
A,guitar_offset_336ms.wav,guitar.wav,original,Direct,336.0,higher_res,96,FingerprintRecognizer,0.0,-336.0,336.0,100.0,True,45.34
A,guitar_offset_336ms.wav,guitar.wav,original,Direct,336.0,higher_res,96,CorrelationRecognizer,0.0,-336.0,336.0,100.0,True,9.72
A,guitar_offset_336ms.wav,guitar.wav,original,Direct,336.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,True,13.34
A,guitar_offset_336ms.wav,guitar.wav,original,Direct,336.0,lower_res,48,FingerprintRecognizer,0.0,-336.0,336.0,100.0,True,46.03
A,guitar_offset_336ms.wav,guitar.wav,original,Direct,336.0,lower_res,48,CorrelationRecognizer,0.0,-336.0,336.0,100.0,True,9.46
A,guitar_offset_336ms.wav,guitar.wav,original,Direct,336.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,True,12.82
A,guitar_offset_336ms.wav,no-guitar.wav,backing,Direct,336.0,default,84,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,49.46
A,guitar_offset_336ms.wav,no-guitar.wav,backing,Direct,336.0,default,84,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,9.55
A,guitar_offset_336ms.wav,no-guitar.wav,backing,Direct,336.0,default,84,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,12.82
A,guitar_offset_336ms.wav,no-guitar.wav,backing,Direct,336.0,higher_res,96,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,52.58
A,guitar_offset_336ms.wav,no-guitar.wav,backing,Direct,336.0,higher_res,96,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,9.93
A,guitar_offset_336ms.wav,no-guitar.wav,backing,Direct,336.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,13.21
A,guitar_offset_336ms.wav,no-guitar.wav,backing,Direct,336.0,lower_res,48,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,52.1
A,guitar_offset_336ms.wav,no-guitar.wav,backing,Direct,336.0,lower_res,48,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,9.99
A,guitar_offset_336ms.wav,no-guitar.wav,backing,Direct,336.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,12.52
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,master.wav,master,Cellphone_-_Microphone_through_speaker,59.0,default,84,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,52.22
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,master.wav,master,Cellphone_-_Microphone_through_speaker,59.0,default,84,CorrelationRecognizer,61.38,2.38,2.38,4.03,False,10.73
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,master.wav,master,Cellphone_-_Microphone_through_speaker,59.0,default,84,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,13.35
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,master.wav,master,Cellphone_-_Microphone_through_speaker,59.0,higher_res,96,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,54.71
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,master.wav,master,Cellphone_-_Microphone_through_speaker,59.0,higher_res,96,CorrelationRecognizer,61.38,2.38,2.38,4.03,False,10.3
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,master.wav,master,Cellphone_-_Microphone_through_speaker,59.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,13.59
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,master.wav,master,Cellphone_-_Microphone_through_speaker,59.0,lower_res,48,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,53.0
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,master.wav,master,Cellphone_-_Microphone_through_speaker,59.0,lower_res,48,CorrelationRecognizer,61.38,2.38,2.38,4.03,False,10.07
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,master.wav,master,Cellphone_-_Microphone_through_speaker,59.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,13.01
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,user1.wav,original,Cellphone_-_Microphone_through_speaker,59.0,default,84,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,43.55
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,user1.wav,original,Cellphone_-_Microphone_through_speaker,59.0,default,84,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,9.5
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,user1.wav,original,Cellphone_-_Microphone_through_speaker,59.0,default,84,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,13.02
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,user1.wav,original,Cellphone_-_Microphone_through_speaker,59.0,higher_res,96,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,45.58
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,user1.wav,original,Cellphone_-_Microphone_through_speaker,59.0,higher_res,96,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,9.54
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,user1.wav,original,Cellphone_-_Microphone_through_speaker,59.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,12.89
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,user1.wav,original,Cellphone_-_Microphone_through_speaker,59.0,lower_res,48,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,42.05
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,user1.wav,original,Cellphone_-_Microphone_through_speaker,59.0,lower_res,48,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,9.77
A,user1_offset_59ms_with_Cellphone_-_Microphone_through_speaker.wav,user1.wav,original,Cellphone_-_Microphone_through_speaker,59.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,12.97
A,drums_offset_264ms_with_Small_Speaker.wav,master.wav,master,Small_Speaker,264.0,default,84,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,51.79
A,drums_offset_264ms_with_Small_Speaker.wav,master.wav,master,Small_Speaker,264.0,default,84,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.92
A,drums_offset_264ms_with_Small_Speaker.wav,master.wav,master,Small_Speaker,264.0,default,84,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,False,13.36
A,drums_offset_264ms_with_Small_Speaker.wav,master.wav,master,Small_Speaker,264.0,higher_res,96,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,50.44
A,drums_offset_264ms_with_Small_Speaker.wav,master.wav,master,Small_Speaker,264.0,higher_res,96,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,8.83
A,drums_offset_264ms_with_Small_Speaker.wav,master.wav,master,Small_Speaker,264.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,False,12.91
A,drums_offset_264ms_with_Small_Speaker.wav,master.wav,master,Small_Speaker,264.0,lower_res,48,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,51.42
A,drums_offset_264ms_with_Small_Speaker.wav,master.wav,master,Small_Speaker,264.0,lower_res,48,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.32
A,drums_offset_264ms_with_Small_Speaker.wav,master.wav,master,Small_Speaker,264.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,False,12.86
A,drums_offset_264ms_with_Small_Speaker.wav,drums.wav,original,Small_Speaker,264.0,default,84,FingerprintRecognizer,0.0,-264.0,264.0,100.0,True,40.03
A,drums_offset_264ms_with_Small_Speaker.wav,drums.wav,original,Small_Speaker,264.0,default,84,CorrelationRecognizer,0.0,-264.0,264.0,100.0,True,9.64
A,drums_offset_264ms_with_Small_Speaker.wav,drums.wav,original,Small_Speaker,264.0,default,84,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,True,13.2
A,drums_offset_264ms_with_Small_Speaker.wav,drums.wav,original,Small_Speaker,264.0,higher_res,96,FingerprintRecognizer,0.0,-264.0,264.0,100.0,True,40.7
A,drums_offset_264ms_with_Small_Speaker.wav,drums.wav,original,Small_Speaker,264.0,higher_res,96,CorrelationRecognizer,0.0,-264.0,264.0,100.0,True,9.99
A,drums_offset_264ms_with_Small_Speaker.wav,drums.wav,original,Small_Speaker,264.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,True,12.95
A,drums_offset_264ms_with_Small_Speaker.wav,drums.wav,original,Small_Speaker,264.0,lower_res,48,FingerprintRecognizer,0.0,-264.0,264.0,100.0,True,39.56
A,drums_offset_264ms_with_Small_Speaker.wav,drums.wav,original,Small_Speaker,264.0,lower_res,48,CorrelationRecognizer,0.0,-264.0,264.0,100.0,True,9.24
A,drums_offset_264ms_with_Small_Speaker.wav,drums.wav,original,Small_Speaker,264.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,True,13.64
A,drums_offset_264ms_with_Small_Speaker.wav,no-drums.wav,backing,Small_Speaker,264.0,default,84,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,47.37
A,drums_offset_264ms_with_Small_Speaker.wav,no-drums.wav,backing,Small_Speaker,264.0,default,84,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.52
A,drums_offset_264ms_with_Small_Speaker.wav,no-drums.wav,backing,Small_Speaker,264.0,default,84,CorrelationSpectrogramRecognizer,185.76,-78.24,78.24,29.64,False,12.45
A,drums_offset_264ms_with_Small_Speaker.wav,no-drums.wav,backing,Small_Speaker,264.0,higher_res,96,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,46.44
A,drums_offset_264ms_with_Small_Speaker.wav,no-drums.wav,backing,Small_Speaker,264.0,higher_res,96,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.74
A,drums_offset_264ms_with_Small_Speaker.wav,no-drums.wav,backing,Small_Speaker,264.0,higher_res,96,CorrelationSpectrogramRecognizer,185.76,-78.24,78.24,29.64,False,13.51
A,drums_offset_264ms_with_Small_Speaker.wav,no-drums.wav,backing,Small_Speaker,264.0,lower_res,48,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,47.63
A,drums_offset_264ms_with_Small_Speaker.wav,no-drums.wav,backing,Small_Speaker,264.0,lower_res,48,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.43
A,drums_offset_264ms_with_Small_Speaker.wav,no-drums.wav,backing,Small_Speaker,264.0,lower_res,48,CorrelationSpectrogramRecognizer,185.76,-78.24,78.24,29.64,False,12.83
A,bass_offset_350ms.wav,master.wav,master,Direct,350.0,default,84,FingerprintRecognizer,46.44,-303.56,303.56,86.73,False,45.29
A,bass_offset_350ms.wav,master.wav,master,Direct,350.0,default,84,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,8.95
A,bass_offset_350ms.wav,master.wav,master,Direct,350.0,default,84,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,False,11.54
A,bass_offset_350ms.wav,master.wav,master,Direct,350.0,higher_res,96,FingerprintRecognizer,46.44,-303.56,303.56,86.73,False,44.09
A,bass_offset_350ms.wav,master.wav,master,Direct,350.0,higher_res,96,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.34
